hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_nights,total_revenue,total_guests,room_match,arrival_date,arrival_yearmon
Resort Hotel,0,12,2016,April,18,27,0,3,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,385,0,0,Transient-Party,85.33,0,0,Check-Out,2016-04-30,3,255.99,2,1,2016-04-27,2016-04
Resort Hotel,0,12,2016,April,18,27,0,3,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,385,0,0,Transient-Party,85.33,0,0,Check-Out,2016-04-30,3,255.99,2,1,2016-04-27,2016-04
Resort Hotel,0,12,2016,April,18,27,0,3,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,385,0,0,Transient-Party,85.33,0,0,Check-Out,2016-04-30,3,255.99,2,1,2016-04-27,2016-04
Resort Hotel,0,12,2016,April,18,27,0,3,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,385,0,0,Transient-Party,85.33,0,0,Check-Out,2016-04-30,3,255.99,2,1,2016-04-27,2016-04
Resort Hotel,0,12,2016,April,18,27,0,3,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,385,0,0,Transient-Party,85.33,0,0,Check-Out,2016-04-30,3,255.99,2,1,2016-04-27,2016-04
Resort Hotel,0,12,2016,April,18,27,0,3,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,385,0,0,Transient-Party,85.33,0,0,Check-Out,2016-04-30,3,255.99,2,1,2016-04-27,2016-04
Resort Hotel,0,12,2016,April,18,27,0,3,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,385,0,0,Transient-Party,85.33,0,0,Check-Out,2016-04-30,3,255.99,2,1,2016-04-27,2016-04
Resort Hotel,0,12,2016,April,18,27,0,3,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,385,0,0,Transient-Party,85.33,0,0,Check-Out,2016-04-30,3,255.99,2,1,2016-04-27,2016-04
Resort Hotel,0,12,2016,April,18,27,0,3,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,385,0,0,Transient-Party,85.33,0,0,Check-Out,2016-04-30,3,255.99,2,1,2016-04-27,2016-04
Resort Hotel,0,12,2016,April,18,27,0,3,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,385,0,0,Transient-Party,85.33,0,0,Check-Out,2016-04-30,3,255.99,2,1,2016-04-27,2016-04
Resort Hotel,0,12,2016,April,18,27,0,3,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,385,0,0,Transient-Party,85.33,0,0,Check-Out,2016-04-30,3,255.99,2,1,2016-04-27,2016-04
Resort Hotel,0,1,2016,April,18,29,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,0,Transient,65.0,1,0,Check-Out,2016-04-30,1,65.0,2,0,2016-04-29,2016-04
Resort Hotel,0,12,2016,April,18,27,0,3,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,F,1,No Deposit,385,0,0,Transient,85.33,0,0,Check-Out,2016-04-30,3,255.99,2,0,2016-04-27,2016-04
Resort Hotel,0,132,2017,May,18,2,0,4,2,0,0,HB,PRT,Direct,Direct,1,0,0,D,D,1,No Deposit,0,0,0,Transient,85.0,0,1,Check-Out,2017-05-06,4,340.0,2,1,2017-05-02,2017-05
Resort Hotel,0,21,2016,April,18,25,1,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,104,0,0,Transient,50.4,0,0,Check-Out,2016-04-30,5,252.0,1,1,2016-04-25,2016-04
Resort Hotel,0,53,2016,April,18,27,0,3,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,133.0,1,0,Check-Out,2016-04-30,3,399.0,2,1,2016-04-27,2016-04
Resort Hotel,0,0,2016,April,18,29,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,65.0,0,1,Check-Out,2016-04-30,1,65.0,2,1,2016-04-29,2016-04
Resort Hotel,0,26,2016,April,17,23,2,5,2,0,0,HB,ESP,Direct,Direct,0,0,0,E,E,4,No Deposit,250,0,0,Transient-Party,115.0,0,2,Check-Out,2016-04-30,7,805.0,2,1,2016-04-23,2016-04
Resort Hotel,0,26,2016,April,17,23,2,5,2,0,0,HB,ESP,Direct,Direct,0,0,0,E,E,4,No Deposit,250,0,0,Transient-Party,121.0,1,3,Check-Out,2016-04-30,7,847.0,2,1,2016-04-23,2016-04
Resort Hotel,0,26,2016,April,17,23,2,5,2,0,1,HB,ESP,Direct,Direct,0,0,0,E,E,5,No Deposit,250,0,0,Transient-Party,121.0,1,3,Check-Out,2016-04-30,7,847.0,3,1,2016-04-23,2016-04
Resort Hotel,0,111,2016,April,18,28,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,0,Transient,52.2,0,1,Check-Out,2016-04-30,2,104.4,2,0,2016-04-28,2016-04
Resort Hotel,0,111,2016,April,18,28,0,2,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,0,Transient,44.1,0,1,Check-Out,2016-04-30,2,88.2,1,0,2016-04-28,2016-04
Resort Hotel,0,111,2016,April,18,28,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,0,Transient,58.2,1,1,Check-Out,2016-04-30,2,116.4,2,0,2016-04-28,2016-04
Resort Hotel,0,5,2016,April,18,27,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient,86.0,1,0,Check-Out,2016-04-30,3,258.0,2,1,2016-04-27,2016-04
Resort Hotel,0,37,2016,April,18,27,0,3,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,0,0,Transient,35.1,0,0,Check-Out,2016-04-30,3,105.30000000000001,1,1,2016-04-27,2016-04
Resort Hotel,0,84,2016,April,18,26,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,68.0,0,1,Check-Out,2016-04-30,4,272.0,2,1,2016-04-26,2016-04
Resort Hotel,0,21,2016,April,18,28,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,I,0,No Deposit,240,0,0,Transient,4.0,0,0,Check-Out,2016-04-30,2,8.0,1,0,2016-04-28,2016-04
Resort Hotel,0,12,2016,April,18,28,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,I,0,No Deposit,240,0,0,Transient,80.0,0,0,Check-Out,2016-04-30,2,160.0,2,0,2016-04-28,2016-04
Resort Hotel,0,2,2016,April,18,30,0,1,2,0,0,BB,GBR,Direct,TA/TO,0,0,0,D,D,0,No Deposit,0,0,0,Transient,80.0,0,0,Check-Out,2016-05-01,1,80.0,2,1,2016-04-30,2016-04
Resort Hotel,0,5,2016,April,18,29,0,1,1,0,0,BB,PRT,Complementary,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient,0.0,0,3,Check-Out,2016-04-30,1,0.0,1,1,2016-04-29,2016-04
Resort Hotel,0,5,2016,April,18,29,0,1,2,0,0,BB,PRT,Complementary,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient,0.0,1,3,Check-Out,2016-04-30,1,0.0,2,1,2016-04-29,2016-04
Resort Hotel,0,24,2016,April,18,29,0,1,2,1,0,BB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,250,0,0,Transient,125.0,0,0,Check-Out,2016-04-30,1,125.0,3,1,2016-04-29,2016-04
Resort Hotel,0,74,2016,April,18,26,0,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,73.0,0,0,Check-Out,2016-04-30,4,292.0,2,1,2016-04-26,2016-04
Resort Hotel,0,44,2016,April,17,23,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,0,Transient,64.5,1,0,Check-Out,2016-04-30,7,451.5,2,1,2016-04-23,2016-04
Resort Hotel,0,5,2016,April,18,29,0,1,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,0,0,Transient,85.0,1,0,Check-Out,2016-04-30,1,85.0,2,0,2016-04-29,2016-04
Resort Hotel,0,2,2016,April,18,26,0,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,84.5,1,1,Check-Out,2016-04-30,4,338.0,2,1,2016-04-26,2016-04
Resort Hotel,0,70,2016,April,18,25,1,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,88.0,0,1,Check-Out,2016-04-30,5,440.0,2,1,2016-04-25,2016-04
Resort Hotel,0,39,2016,April,18,27,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,97.0,1,0,Check-Out,2016-04-30,3,291.0,2,1,2016-04-27,2016-04
Resort Hotel,0,69,2016,April,18,26,0,4,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,0,0,Transient,39.95,0,0,Check-Out,2016-04-30,4,159.8,2,1,2016-04-26,2016-04
Resort Hotel,0,1,2016,April,18,27,0,3,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,91.0,1,1,Check-Out,2016-04-30,3,273.0,1,1,2016-04-27,2016-04
Resort Hotel,0,99,2016,April,17,23,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,79.2,0,2,Check-Out,2016-04-30,7,554.4,2,1,2016-04-23,2016-04
Resort Hotel,0,101,2016,April,17,23,2,5,2,0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,177,0,0,Transient,35.63,0,1,Check-Out,2016-04-30,7,249.41000000000003,2,1,2016-04-23,2016-04
Resort Hotel,0,43,2016,April,18,26,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,78.0,0,1,Check-Out,2016-04-30,4,312.0,2,1,2016-04-26,2016-04
Resort Hotel,0,64,2016,April,18,24,2,4,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,118.0,0,1,Check-Out,2016-04-30,6,708.0,4,1,2016-04-24,2016-04
Resort Hotel,0,20,2016,April,18,26,0,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,0,Transient,97.0,0,1,Check-Out,2016-04-30,4,388.0,2,0,2016-04-26,2016-04
Resort Hotel,0,100,2016,April,17,23,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,0,0,Contract,39.4,0,1,Check-Out,2016-04-30,7,275.8,2,1,2016-04-23,2016-04
Resort Hotel,0,33,2016,April,18,25,1,4,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,0,0,Transient,37.1,0,0,Check-Out,2016-04-30,5,185.5,1,1,2016-04-25,2016-04
Resort Hotel,0,6,2016,April,18,29,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,80.0,1,0,Check-Out,2016-04-30,1,80.0,2,1,2016-04-29,2016-04
Resort Hotel,0,44,2016,April,18,27,0,4,3,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,6,0,0,Transient,55.89,0,0,Check-Out,2016-05-01,4,223.56,3,0,2016-04-27,2016-04
Resort Hotel,0,14,2016,April,18,28,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,80.0,0,1,Check-Out,2016-05-01,3,240.0,2,1,2016-04-28,2016-04
Resort Hotel,0,160,2016,April,18,28,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,85.2,1,1,Check-Out,2016-05-01,3,255.60000000000002,2,1,2016-04-28,2016-04
Resort Hotel,0,0,2016,April,18,30,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,0,Transient-Party,95.0,0,0,Check-Out,2016-05-01,1,95.0,2,1,2016-04-30,2016-04
Resort Hotel,0,0,2016,April,18,30,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,0,Transient-Party,101.0,1,0,Check-Out,2016-05-01,1,101.0,2,1,2016-04-30,2016-04
Resort Hotel,0,14,2016,April,18,30,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,85.0,0,1,Check-Out,2016-05-01,1,85.0,2,1,2016-04-30,2016-04
Resort Hotel,0,20,2016,April,18,28,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,0,0,Transient,75.15,0,0,Check-Out,2016-05-01,3,225.45000000000002,2,1,2016-04-28,2016-04
Resort Hotel,0,18,2016,October,43,16,2,4,2,0,0,BB,GBR,Online TA,TA/TO,1,0,0,F,F,0,No Deposit,241,0,0,Transient,79.0,0,2,Check-Out,2016-10-22,6,474.0,2,1,2016-10-16,2016-10
Resort Hotel,0,13,2016,April,18,29,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,93.0,1,1,Check-Out,2016-05-01,2,186.0,2,1,2016-04-29,2016-04
Resort Hotel,0,18,2016,April,18,29,0,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,107.0,0,0,Check-Out,2016-05-01,2,214.0,2,1,2016-04-29,2016-04
Resort Hotel,0,7,2016,April,18,30,0,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,0,0,Transient,46.0,1,0,Check-Out,2016-05-01,1,46.0,2,0,2016-04-30,2016-04
Resort Hotel,0,7,2016,April,18,30,0,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,0,0,Transient,46.0,0,0,Check-Out,2016-05-01,1,46.0,2,0,2016-04-30,2016-04
Resort Hotel,0,6,2016,April,18,29,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,86.0,1,0,Check-Out,2016-05-01,2,172.0,2,1,2016-04-29,2016-04
Resort Hotel,0,124,2016,April,18,28,0,3,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,113.0,0,0,Check-Out,2016-05-01,3,339.0,4,1,2016-04-28,2016-04
Resort Hotel,0,44,2016,April,18,29,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,82.5,1,0,Check-Out,2016-05-01,2,165.0,2,1,2016-04-29,2016-04
Resort Hotel,0,4,2016,April,18,30,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0,0,0,Transient,95.0,1,1,Check-Out,2016-05-01,1,95.0,2,1,2016-04-30,2016-04
Resort Hotel,0,4,2016,April,18,30,0,1,1,2,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient,95.0,0,3,Check-Out,2016-05-01,1,95.0,3,1,2016-04-30,2016-04
Resort Hotel,0,0,2016,April,18,30,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,85.0,0,0,Check-Out,2016-05-01,1,85.0,2,1,2016-04-30,2016-04
Resort Hotel,0,13,2016,April,18,29,0,2,2,1,1,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,0,0,0,Transient,131.0,1,3,Check-Out,2016-05-01,2,262.0,4,1,2016-04-29,2016-04
Resort Hotel,0,2,2016,April,18,30,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0,0,0,Transient,115.0,0,2,Check-Out,2016-05-01,1,115.0,2,1,2016-04-30,2016-04
Resort Hotel,0,1,2016,May,19,2,1,0,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,90.0,0,0,Check-Out,2016-05-03,1,90.0,2,1,2016-05-02,2016-05
Resort Hotel,0,197,2016,April,18,30,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,C,0,No Deposit,298,0,0,Transient-Party,85.0,0,0,Check-Out,2016-05-02,2,170.0,2,0,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,C,0,No Deposit,298,0,0,Transient-Party,85.0,0,0,Check-Out,2016-05-02,2,170.0,2,0,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,0,Transient-Party,85.0,0,0,Check-Out,2016-05-02,2,170.0,2,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,0,Transient-Party,85.0,0,0,Check-Out,2016-05-02,2,170.0,2,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,0,Transient-Party,85.0,0,0,Check-Out,2016-05-02,2,170.0,2,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,0,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,0,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,0,Transient-Party,85.0,0,0,Check-Out,2016-05-02,2,170.0,2,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,0,Transient-Party,85.0,0,0,Check-Out,2016-05-02,2,170.0,2,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,0,Transient-Party,85.0,0,0,Check-Out,2016-05-02,2,170.0,2,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,0,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,0,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,2,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,0,Transient-Party,85.0,0,0,Check-Out,2016-05-02,2,170.0,2,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,0,Transient-Party,85.0,0,0,Check-Out,2016-05-02,2,170.0,2,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,D,0,No Deposit,298,0,0,Transient-Party,85.0,0,0,Check-Out,2016-05-02,2,170.0,2,0,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,D,0,No Deposit,298,0,0,Transient-Party,85.0,0,0,Check-Out,2016-05-02,2,170.0,2,0,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,0,Transient-Party,85.0,0,0,Check-Out,2016-05-02,2,170.0,2,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,0,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,0,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,0,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,0,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,1,0,0,HB,HUN,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,0,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,0,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,D,0,No Deposit,298,0,0,Transient-Party,85.0,0,0,Check-Out,2016-05-02,2,170.0,2,0,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,D,0,No Deposit,298,0,0,Transient-Party,85.0,0,0,Check-Out,2016-05-02,2,170.0,2,0,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,0,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,0,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,0,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,0,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,0,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,B,1,No Deposit,298,0,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,0,2016-04-30,2016-04
Resort Hotel,0,47,2016,April,18,30,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,0,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,1,2016-04-30,2016-04
Resort Hotel,0,47,2016,April,18,30,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,0,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,1,2016-04-30,2016-04
Resort Hotel,0,47,2016,April,18,30,1,1,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,0,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298,0,0,Transient,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,1,2016-04-30,2016-04
Resort Hotel,0,197,2016,April,18,30,1,1,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,D,1,No Deposit,298,0,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02,2,109.0,1,0,2016-04-30,2016-04
Resort Hotel,0,47,2016,April,18,25,2,5,1,0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient,73.5,1,0,Check-Out,2016-05-02,7,514.5,1,1,2016-04-25,2016-04
Resort Hotel,0,8,2016,April,18,30,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,0,Transient,91.0,1,1,Check-Out,2016-05-02,2,182.0,2,1,2016-04-30,2016-04
Resort Hotel,0,8,2016,November,45,2,0,2,2,0,0,BB,PRT,Direct,Direct,1,0,1,D,E,0,No Deposit,250,0,0,Transient,69.0,1,1,Check-Out,2016-11-04,2,138.0,2,0,2016-11-02,2016-11
Resort Hotel,0,3,2016,April,18,29,1,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,0,0,0,Transient-Party,97.67,0,0,Check-Out,2016-05-02,3,293.01,1,0,2016-04-29,2016-04
Resort Hotel,0,3,2016,April,18,29,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,0,0,0,Transient-Party,91.67,1,0,Check-Out,2016-05-02,3,275.01,2,0,2016-04-29,2016-04
Resort Hotel,0,18,2016,April,18,29,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,80.0,0,1,Check-Out,2016-05-02,3,240.0,2,1,2016-04-29,2016-04
Resort Hotel,0,13,2016,April,18,29,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,83.33,0,1,Check-Out,2016-05-02,3,249.99,2,1,2016-04-29,2016-04
Resort Hotel,1,29,2016,April,18,30,0,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,0.0,0,1,No-Show,2016-04-30,0,0.0,2,1,2016-04-30,2016-04
